null
1	45.3
2	45.406666
3	45.206665
4	45.059994
5	45.07333
6	44.8
7	44.79333
8	44.919994
9	44.84
10	44.906666
11	44.793335
12	45.079994
13	45.37333
14	45.1
15	44.92667
16	44.86
17	44.48667
18	44.493332
19	44.586666
20	44.480003
21	44.426674
22	44.220005
23	44.146675
24	44.15334
25	43.92667
26	43.686676
27	43.32001
28	43.56667
29	43.40001
30	43.100006
31	42.75334
32	42.54667
33	42.52
34	42.33334
35	42.65334
36	42.39334
37	42.19334
38	42.333336
39	41.76
40	41.98667
41	42.15334
42	41.92667
43	41.79334
44	41.63334
45	41.57334
46	41.54667
47	41.393333
48	41.29334
49	41.38667
50	41.54
51	41.79334
52	41.68667
53	41.84667
54	41.38001
55	41.080006
56	41.06001
57	40.680008
58	40.74668
59	40.96668
60	40.77333
61	40.72667
62	40.95334
63	40.91334
64	40.86
65	40.753338
66	40.473335
67	40.246674
68	40.646667
69	40.24
70	40.24
71	40.22667
72	40.140003
73	40.226665
74	40.319996
75	40.353333
76	40.446667
77	40.646667
78	40.920006
79	40.893333
80	41.08667
81	41.026665
82	41.260006
83	40.993332
84	41.220005
85	41.12667
86	41.5
87	41.37334
88	41.32667
89	41.27333
90	41.42667
91	41.25333
92	41.38666
93	41.56
94	41.6
95	41.54667
96	41.93333
97	41.57333
98	42.28666
99	42.313324
100	42.82
101	43.180004
102	43.39334
103	43.67334
104	43.71333
105	43.85333
106	44.44
107	44.63333
108	45.04
109	45.34666
110	45.72
111	45.82
112	46.24
113	46.193336
114	46.62
115	46.6
116	47.066673
117	47.200005
118	47.373344
119	47.51334
120	47.96
121	47.83333
122	47.886665
123	47.946667
124	47.92
125	47.84
126	47.82667
127	47.593338
128	47.566666
129	47.05333
130	47.220005
131	46.69334
132	46.639996
133	46.11333
134	46.16666
135	46.03333
136	45.68
137	45.33334
138	46.02666
139	46.18
140	46.29999
141	46.61333
142	46.899994
143	46.913326
144	47.293335
145	47.386665
146	47.28
147	47.3
148	47.239994
149	46.93332
150	47.013325
151	46.653324
152	46.83333
153	46.73999
154	46.839996
155	46.53333
156	46.94666
157	46.839996
158	47.273327
159	47.2
160	47.559994
161	47.42666
162	47.58
163	47.28
164	47.27333
165	47.226665
166	47.273327
167	47.033325
168	47.56
169	47.34
170	47.513336
171	47.12666
172	47.866665
173	47.846664
174	47.759995
175	47.446667
176	47.42667
177	46.766666
178	47.173336
179	47.126675
180	46.64667
181	46.58667
182	46.740005
183	46.40667
184	46.520008
185	46.386673
186	46.55334
187	46.24
188	46.366665
189	45.73333
190	45.78667
191	45.593338
192	45.446667
193	45.52
194	45.26666
195	45.20666
196	44.77334
197	44.55334
198	44.44
199	44.16
200	44.160004
201	43.953346
202	43.4
203	43.26001
204	43.21334
205	42.84
206	42.413334
207	42.100006
208	42.27334
209	41.96667
210	41.68667
211	41.65333
212	41.14
213	40.84667
214	40.713333
215	40.466663
216	40.413338
217	40.093338
218	39.933346
219	39.83334
220	39.56001
221	39.746674
222	39.61333
223	39.466663
224	39.63334
225	39.11334
226	39.18667
227	38.61333
228	38.86
229	38.206665
230	38.44
231	38.226665
232	38.219997
233	38.17333
234	38.173336
235	37.973335
236	38.02667
237	37.946667
238	38.046665
239	37.893333
240	38.159996
241	37.98666
242	38.01333
243	38.22666
244	38.11333
245	38.14
246	38.006668
247	37.606667
248	38.006668
249	37.77333
250	38.053333
251	38.253334
252	38.18666
253	38.24666
254	38.03333
255	37.906666
256	37.946663
257	37.986664
258	38.16
259	37.86667
260	38.046665
261	38.059994
262	38.499996
263	38.619995
264	38.413334
265	38.400005
266	38.446667
267	38.333332
268	38.42667
269	38.220005
270	38.26
271	38.306667
272	38.446663
273	38.586662
274	38.313335
275	37.980003
276	38.173325
277	37.986664
278	38.253326
279	38.279995
280	38.433327
281	38.399998
282	38.226665
283	37.96667
284	38.239998
285	38.253326
286	38.24666
287	38.37333
288	38.213326
289	38.126663
290	38.06
291	37.873333
292	38.12
293	37.966667
294	37.86667
295	37.693333
296	37.606667
297	37.28
298	37.433334
299	37.273335
300	37.240005
301	37.320004
302	37.20667
303	36.813335
304	37.17333
305	36.899998
306	37.03334
307	36.980003
308	36.766666
309	36.646664
310	36.640003
311	36.713333
312	36.79334
313	36.606674
314	36.680004
315	36.86
316	36.500004
317	36.413338
318	36.27333
319	36.3
320	36.35333
321	36.2
322	36.179993
323	35.653328
324	35.566666
325	35.64
326	35.560005
327	35.486664
328	35.506668
329	35.46
330	35.493336
331	35.506668
332	35.54667
333	35.493336
334	35.393337
335	35.366673
336	35.38
337	35.526665
338	35.640003
339	35.86
340	36.00667
341	36.053337
342	36.30667
343	36.213337
344	36.20667
345	36.293335
346	36.31334
347	36.106674
348	35.84667
349	35.58667
350	35.61333
351	35.319992
352	35.08667
353	35.06
354	34.773335
355	34.58
356	34.63334
357	34.52667
358	34.79334
359	34.826675
360	35.333336
361	35.533337
362	35.76667
363	35.940002
364	35.95334
365	35.913338
366	35.92667
367	36.013336
368	35.960003
369	35.94
370	36.026665
371	36.086666
372	36.48
373	36.426666
374	36.56
375	36.45333
376	36.546677
377	36.673336
378	36.50667
379	36.300003
380	36.300003
381	36.140003
382	36.480007
383	36.313343
384	35.89334
385	35.83334
386	35.95334
387	35.58667
388	35.486664
389	35.68667
390	35.539997
391	35.659996
392	35.493332
393	35.386665
394	35.41333
395	35.213333
396	35.066666
397	35.173336
398	35.219997
399	35.006664
400	35.093334
401	35.140003
402	35.126663
403	34.913326
404	34.82
405	34.819996
406	34.439995
407	34.326656
408	34.32666
409	34.33333
410	34.42667
411	34.31333
412	34.146664
413	34.29333
414	34.26
415	34.12
416	34.09333
417	33.926666
418	33.78
419	33.999996
420	33.88
421	33.766666
422	33.733337
423	33.573338
424	33.606663
425	33.64666
426	33.52
427	33.56
428	33.26
429	33.146664
430	33.04666
431	32.69333
432	32.99999
433	32.68666
434	32.959995
435	32.946663
436	33.066666
437	33.006668
438	33.24667
439	33.20667
440	33.44667
441	33.186672
442	33.16
443	33.126667
444	32.833336
445	32.77334
446	32.453323
447	32.26666
448	32.100002
449	32.14
450	32.373325
451	32.33333
452	31.939995
453	31.899998
454	31.44667
455	30.980005
456	30.833332
457	30.546665
458	30.646666
459	30.66
460	30.513338
