null
461	31.013332
462	30.859997
463	30.926662
464	31.106665
465	31.086664
466	30.939997
467	31.006664
468	31.186668
469	31.25333
470	31.653336
471	31.673338
472	32.233334
473	32.306667
474	32.766666
475	33.100002
476	32.92667
477	32.780006
478	32.839996
479	32.793335
480	32.74
481	32.806667
482	32.54667
483	32.833336
484	33.033337
485	33.153336
486	33.32
487	33.533337
488	33.40667
489	33.32
490	33.453342
491	33.653336
492	33.70667
493	33.520004
494	33.500004
495	33.36667
496	33.393337
497	32.99334
498	32.953335
499	32.953335
500	32.833336
501	33.000004
502	32.95334
503	33.12
504	33.226665
505	33.533333
506	33.659996
507	33.673325
508	33.76
509	33.746662
510	34.06667
511	33.91333
512	34.61333
513	34.78
514	35.199997
515	35.14666
516	35.72667
517	35.913326
518	36.333324
519	36.819992
520	37.059998
521	36.95333
522	37.36667
523	37.733337
524	37.666668
525	38.160004
526	38.606667
527	38.839996
528	38.913334
529	39.306667
530	39.31333
531	39.62
532	39.51333
533	39.52666
534	39.500004
535	39.86
536	40.193333
537	40.14
538	40.513336
539	40.846672
540	40.913334
541	41.15333
542	40.886665
543	40.88
544	41.16666
545	41.126663
546	41.22
547	41.0
548	41.193325
549	41.12666
